TransactionID,Date,Region,Montant,Categorie,Statut
TXN-000508,2024-07-29,IT,237.31,C,Inactif
TXN-000509,2024-01-06,UK,353.41,C,Inactif
TXN-000510,2024-10-02,UK,33.59,C,Actif
TXN-000511,2024-06-10,FR,616.49,B,Actif
TXN-000512,2024-02-16,UK,620.08,B,Actif
TXN-000513,2024-11-26,ES,385.25,C,Inactif
TXN-000514,2024-06-07,IT,775.61,C,Actif
TXN-000515,2024-07-05,DE,642.36,C,Actif
TXN-000516,2024-08-17,UK,879.77,C,Inactif
TXN-000517,2024-06-28,ES,990.5,B,Inactif
TXN-000518,2024-08-15,IT,230.19,B,Actif
TXN-000519,2024-09-22,DE,460.44,C,Inactif
TXN-000520,2024-10-21,UK,845.8,C,Actif
TXN-000521,2024-06-10,DE,873.57,A,Inactif
TXN-000522,2024-06-20,UK,996.72,A,Actif
TXN-000523,2024-05-24,IT,451.24,B,Actif
TXN-000524,2024-08-23,FR,863.55,A,Inactif
TXN-000525,2024-07-16,IT,784.32,B,Actif
TXN-000526,2024-09-22,FR,547.9,B,Actif
TXN-000527,2024-07-13,FR,61.38,A,Inactif
TXN-000528,2024-11-30,IT,836.7,A,Inactif
TXN-000529,2024-07-29,ES,563.58,A,Actif
TXN-000530,2024-01-31,ES,446.8,C,Inactif
TXN-000531,2024-11-03,ES,10.81,A,Inactif
TXN-000532,2024-03-09,ES,541.04,C,Actif
TXN-000533,2024-01-19,IT,777.37,A,Actif
TXN-000534,2024-06-11,FR,249.45,B,Actif
TXN-000535,2024-09-28,IT,747.91,B,Inactif
TXN-000536,2024-04-27,ES,746.67,B,Inactif
TXN-000537,2024-12-02,UK,891.89,A,Actif
TXN-000538,2024-07-21,DE,130.78,A,Actif
TXN-000539,2024-01-04,UK,337.86,A,Inactif
TXN-000540,2024-05-27,UK,581.63,A,Inactif
TXN-000541,2024-01-17,UK,517.77,A,Inactif
TXN-000542,2024-10-29,DE,987.88,B,Actif
TXN-000543,2024-05-25,UK,282.82,B,Actif
TXN-000544,2024-05-07,IT,908.15,C,Inactif
TXN-000545,2024-02-29,FR,569.64,A,Actif
TXN-000546,2024-12-06,DE,536.3,C,Inactif
TXN-000547,2024-05-24,FR,236.82,B,Actif
TXN-000548,2024-12-20,ES,527.38,A,Actif
TXN-000549,2024-02-19,DE,264.37,A,Actif
TXN-000550,2024-07-06,DE,312.57,A,Actif
TXN-000551,2024-09-22,UK,890.13,B,Inactif
TXN-000552,2024-02-20,ES,575.22,B,Inactif
TXN-000553,2024-02-02,DE,901.17,A,Actif
TXN-000554,2024-09-24,UK,834.67,A,Actif
TXN-000555,2024-11-28,DE,521.34,A,Actif
TXN-000556,2024-06-14,ES,116.14,B,Actif
TXN-000557,2024-12-10,ES,901.51,C,Actif
TXN-000558,2024-10-24,FR,616.18,C,Inactif
TXN-000559,2024-07-15,FR,484.28,B,Actif
TXN-000560,2024-06-16,IT,347.38,A,Actif
TXN-000561,2024-01-21,FR,992.41,C,Inactif
TXN-000562,2024-11-29,UK,867.47,B,Inactif
TXN-000563,2024-03-27,UK,103.88,B,Actif
TXN-000564,2024-02-10,IT,998.31,C,Inactif
TXN-000565,2024-03-01,DE,767.63,C,Actif
TXN-000566,2024-07-26,IT,579.09,A,Actif
TXN-000567,2024-11-06,ES,998.79,A,Actif
TXN-000568,2024-03-02,DE,275.43,C,Inactif
TXN-000569,2024-07-17,FR,673.97,A,Inactif
TXN-000570,2024-10-07,FR,897.49,B,Inactif
TXN-000571,2024-04-03,IT,757.97,B,Inactif
TXN-000572,2024-05-15,IT,427.21,C,Inactif
TXN-000573,2024-04-16,UK,854.96,C,Inactif
TXN-000574,2024-06-10,UK,818.52,C,Inactif
TXN-000575,2024-07-26,IT,698.27,B,Inactif
TXN-000576,2024-12-05,IT,179.83,A,Inactif
TXN-000577,2024-03-28,ES,39.17,A,Actif
TXN-000578,2024-09-03,UK,188.7,A,Actif
TXN-000579,2024-05-28,IT,124.36,B,Inactif
TXN-000580,2024-06-24,ES,48.24,B,Actif
TXN-000581,2024-02-08,DE,244.42,B,Inactif
TXN-000582,2024-05-30,ES,621.53,C,Actif
TXN-000583,2024-02-22,IT,47.08,C,Inactif
TXN-000584,2024-05-13,FR,848.71,C,Actif
TXN-000585,2024-02-07,UK,817.02,A,Actif
TXN-000586,2024-09-03,ES,69.87,C,Actif
TXN-000587,2024-12-20,FR,457.45,B,Actif
TXN-000588,2024-07-05,UK,168.45,C,Actif
TXN-000589,2024-03-30,IT,660.48,B,Actif
TXN-000590,2024-08-10,DE,607.62,B,Actif
TXN-000591,2024-04-08,ES,928.66,C,Inactif
TXN-000592,2024-04-02,DE,235.62,B,Actif
TXN-000593,2024-02-16,IT,240.89,C,Actif
TXN-000594,2024-01-23,DE,242.99,A,Inactif
TXN-000595,2024-03-23,FR,277.31,B,Actif
TXN-000596,2024-08-06,DE,173.32,A,Actif
TXN-000597,2024-09-22,ES,652.88,A,Inactif
TXN-000598,2024-01-01,ES,836.91,C,Actif
TXN-000599,2024-08-01,UK,665.33,C,Actif
TXN-000600,2024-02-29,DE,131.1,B,Inactif
TXN-000601,2024-09-19,DE,340.1,B,Actif
TXN-000602,2024-03-21,FR,427.52,C,Inactif
TXN-000603,2024-06-24,DE,102.4,A,Actif
TXN-000604,2024-06-02,DE,24.18,C,Inactif
TXN-000605,2024-08-07,FR,346.25,C,Actif
TXN-000606,2024-02-18,ES,957.18,C,Actif
TXN-000607,2024-11-16,FR,889.54,B,Inactif
TXN-000608,2024-01-23,FR,56.36,A,Inactif
TXN-000609,2024-08-18,FR,646.76,A,Actif
TXN-000610,2024-01-14,IT,59.19,C,Inactif
TXN-000611,2024-03-15,FR,118.94,B,Inactif
TXN-000612,2024-08-05,UK,237.18,C,Inactif
TXN-000613,2024-04-09,DE,874.17,B,Inactif
TXN-000614,2024-08-20,UK,762.14,A,Actif
TXN-000615,2024-10-06,DE,199.82,A,Actif
TXN-000616,2024-07-10,IT,26.0,B,Inactif
TXN-000617,2024-08-12,FR,433.89,C,Inactif
TXN-000618,2024-12-20,ES,626.27,C,Inactif
TXN-000619,2024-09-19,ES,994.62,C,Inactif
TXN-000620,2024-02-28,ES,486.27,A,Inactif
TXN-000621,2024-06-12,DE,26.15,A,Actif
TXN-000622,2024-12-10,UK,221.93,B,Actif
TXN-000623,2024-01-13,IT,332.12,A,Actif
TXN-000624,2024-06-14,FR,108.74,C,Actif
TXN-000625,2024-12-07,FR,56.94,C,Inactif
TXN-000626,2024-10-12,FR,190.25,A,Inactif
TXN-000627,2024-03-19,IT,714.15,B,Inactif
TXN-000628,2024-11-07,UK,229.71,C,Inactif
TXN-000629,2024-05-15,DE,302.97,B,Inactif
TXN-000630,2024-04-02,UK,24.31,B,Actif
TXN-000631,2024-06-21,IT,869.58,C,Inactif
TXN-000632,2024-06-22,UK,456.63,A,Actif
TXN-000633,2024-07-21,FR,96.63,B,Inactif
TXN-000634,2024-05-14,IT,994.58,A,Inactif
TXN-000635,2024-10-08,IT,559.03,C,Actif
TXN-000636,2024-05-14,IT,635.94,B,Inactif
TXN-000637,2024-12-10,UK,794.92,A,Actif
TXN-000638,2024-01-30,DE,961.64,C,Actif
TXN-000639,2024-07-11,DE,81.97,B,Actif
TXN-000640,2024-07-20,UK,924.2,C,Actif
TXN-000641,2024-09-09,ES,492.82,C,Actif
TXN-000642,2024-02-14,FR,362.27,B,Actif
TXN-000643,2024-12-25,UK,601.3,B,Actif
TXN-000644,2024-06-08,ES,962.73,C,Inactif
TXN-000645,2024-12-22,UK,157.8,B,Actif
TXN-000646,2024-11-22,ES,874.35,B,Actif
TXN-000647,2024-10-08,UK,69.22,A,Inactif
TXN-000648,2024-03-23,ES,37.27,B,Actif
TXN-000649,2024-04-04,ES,719.14,A,Actif
TXN-000650,2024-01-08,FR,67.97,C,Actif
TXN-000651,2024-10-20,FR,288.01,B,Actif
TXN-000652,2024-04-21,IT,664.6,B,Actif
TXN-000653,2024-10-20,FR,837.4,A,Actif
TXN-000654,2024-04-10,FR,578.12,A,Actif
TXN-000655,2024-08-18,ES,471.47,A,Actif
TXN-000656,2024-01-21,IT,953.8,B,Inactif
TXN-000657,2024-08-16,FR,998.85,B,Actif
TXN-000658,2024-03-12,ES,938.06,A,Inactif
TXN-000659,2024-04-09,DE,252.97,A,Actif
TXN-000660,2024-04-13,ES,154.15,A,Inactif
TXN-000661,2024-12-27,IT,869.31,A,Actif
TXN-000662,2024-11-27,DE,87.17,A,Actif
TXN-000663,2024-06-23,FR,342.63,B,Inactif
TXN-000664,2024-04-14,DE,22.59,C,Inactif
TXN-000665,2024-08-25,ES,834.21,C,Inactif
TXN-000666,2024-07-29,DE,292.13,B,Inactif
TXN-000667,2024-08-16,IT,633.38,B,Inactif
TXN-000668,2024-08-31,IT,910.57,A,Inactif
TXN-000669,2024-04-24,FR,687.08,A,Actif
TXN-000670,2024-01-18,IT,860.05,A,Actif
TXN-000671,2024-01-20,ES,894.99,C,Actif
TXN-000672,2024-01-13,FR,511.57,B,Inactif
TXN-000673,2024-11-06,DE,157.31,C,Actif
TXN-000674,2024-05-20,DE,569.15,C,Actif
TXN-000675,2024-08-07,UK,602.14,A,Actif
TXN-000676,2024-05-08,UK,987.13,B,Inactif
TXN-000677,2024-11-24,ES,254.44,C,Actif
TXN-000678,2024-02-20,IT,935.47,C,Inactif
TXN-000679,2024-01-30,UK,350.64,C,Actif
TXN-000680,2024-08-10,ES,591.85,B,Actif
TXN-000681,2024-09-21,DE,775.99,B,Inactif
TXN-000682,2024-05-18,FR,866.18,C,Inactif
TXN-000683,2024-05-28,ES,243.14,C,Inactif
TXN-000684,2024-12-28,IT,366.63,B,Actif
TXN-000685,2024-08-09,ES,505.97,C,Inactif
TXN-000686,2024-10-01,DE,933.14,B,Inactif
TXN-000687,2024-10-21,IT,315.65,A,Inactif
TXN-000688,2024-03-31,DE,552.31,C,Actif
TXN-000689,2024-07-16,UK,155.1,A,Inactif
TXN-000690,2024-11-03,ES,618.69,A,Inactif
TXN-000691,2024-07-29,IT,624.64,A,Actif
TXN-000692,2024-12-10,UK,206.36,B,Actif
TXN-000693,2024-07-22,FR,434.11,B,Actif
TXN-000694,2024-04-10,FR,647.87,B,Inactif
TXN-000695,2024-12-21,UK,88.52,C,Inactif
TXN-000696,2024-12-29,FR,553.56,C,Inactif
TXN-000697,2024-05-10,UK,241.56,B,Actif
TXN-000698,2024-07-07,IT,116.47,C,Actif
TXN-000699,2024-07-07,UK,939.76,C,Actif
TXN-000700,2024-01-23,UK,677.65,B,Actif
TXN-000701,2024-01-06,ES,827.25,B,Actif
TXN-000702,2024-07-16,UK,705.35,A,Actif
TXN-000703,2024-05-26,UK,858.93,B,Actif
TXN-000704,2024-07-24,ES,340.8,B,Actif
TXN-000705,2024-02-10,IT,322.09,A,Inactif
TXN-000706,2024-05-08,ES,67.54,B,Inactif
TXN-000707,2024-05-27,IT,668.64,A,Inactif
TXN-000708,2024-09-09,IT,411.09,B,Inactif
TXN-000709,2024-01-23,DE,32.5,A,Actif
TXN-000710,2024-09-06,IT,261.72,C,Inactif
TXN-000711,2024-10-15,FR,955.09,A,Inactif
TXN-000712,2024-01-28,UK,623.66,C,Actif
TXN-000713,2024-06-02,DE,391.76,C,Inactif
TXN-000714,2024-12-24,IT,74.37,C,Actif
TXN-000715,2024-09-07,FR,304.68,C,Inactif
TXN-000716,2024-08-22,UK,937.99,A,Actif
TXN-000717,2024-06-24,ES,443.83,B,Inactif
TXN-000718,2024-09-24,UK,554.19,B,Actif
TXN-000719,2024-08-28,IT,337.15,B,Inactif
TXN-000720,2024-06-08,IT,337.78,C,Inactif
TXN-000721,2024-12-09,IT,873.54,A,Actif
TXN-000722,2024-01-14,UK,654.43,B,Inactif
TXN-000723,2024-07-12,FR,435.15,A,Inactif
TXN-000724,2024-01-20,FR,688.34,B,Actif
TXN-000725,2024-08-04,IT,509.43,A,Inactif
TXN-000726,2024-11-14,UK,812.67,A,Actif
TXN-000727,2024-11-14,UK,37.63,B,Inactif
TXN-000728,2024-02-26,FR,223.78,B,Actif
TXN-000729,2024-06-04,DE,324.07,C,Actif
TXN-000730,2024-08-10,FR,855.88,A,Inactif
TXN-000731,2024-10-07,ES,867.92,C,Inactif
TXN-000732,2024-05-22,UK,724.14,B,Actif
TXN-000733,2024-01-06,FR,820.64,B,Actif
TXN-000734,2024-04-14,FR,57.09,C,Inactif
TXN-000735,2024-09-17,DE,329.97,A,Actif
TXN-000736,2024-09-29,IT,794.66,A,Inactif
TXN-000737,2024-02-02,DE,779.89,A,Actif
TXN-000738,2024-11-29,DE,309.81,A,Actif
TXN-000739,2024-05-21,ES,919.09,B,Actif
TXN-000740,2024-12-13,FR,504.55,C,Actif
TXN-000741,2024-06-07,UK,304.33,B,Actif
TXN-000742,2024-09-29,ES,596.45,A,Actif
TXN-000743,2024-04-09,IT,609.72,B,Inactif
TXN-000744,2024-12-10,ES,619.12,A,Inactif
TXN-000745,2024-05-07,DE,596.46,B,Actif
TXN-000746,2024-03-21,UK,322.05,B,Inactif
TXN-000747,2024-12-08,IT,142.52,B,Actif
TXN-000748,2024-06-30,FR,327.26,B,Actif
TXN-000749,2024-01-25,ES,812.32,A,Actif
TXN-000750,2024-10-24,FR,907.13,B,Inactif
TXN-000751,2024-06-01,UK,830.8,B,Actif
TXN-000752,2024-09-28,ES,306.71,B,Inactif
TXN-000753,2024-03-09,IT,168.03,B,Inactif
TXN-000754,2024-03-05,UK,452.21,A,Actif
TXN-000755,2024-05-23,DE,194.44,C,Actif
TXN-000756,2024-10-13,FR,48.44,B,Actif
TXN-000757,2024-11-21,UK,232.8,C,Inactif
TXN-000758,2024-02-12,FR,585.51,C,Actif
TXN-000759,2024-12-28,FR,486.53,C,Inactif
TXN-000760,2024-03-04,ES,553.49,B,Inactif
TXN-000761,2024-10-19,IT,720.96,A,Inactif
TXN-000762,2024-03-15,DE,289.85,B,Inactif
TXN-000763,2024-06-24,FR,827.06,C,Inactif
TXN-000764,2024-10-17,DE,504.91,A,Inactif
TXN-000765,2024-03-19,IT,230.59,B,Actif
TXN-000766,2024-06-11,DE,238.87,A,Inactif
TXN-000767,2024-07-30,ES,691.46,C,Actif
TXN-000768,2024-07-24,DE,531.31,B,Actif
TXN-000769,2024-08-08,UK,629.49,A,Actif
TXN-000770,2024-02-29,UK,198.94,B,Inactif
TXN-000771,2024-02-24,IT,323.92,C,Actif
TXN-000772,2024-04-22,ES,537.71,A,Inactif
TXN-000773,2024-05-15,IT,530.09,A,Inactif
TXN-000774,2024-01-25,FR,374.86,C,Actif
TXN-000775,2024-09-03,ES,998.4,C,Actif
TXN-000776,2024-10-21,ES,600.92,C,Actif
TXN-000777,2024-01-08,DE,197.94,C,Inactif
TXN-000778,2024-05-16,DE,75.39,C,Inactif
TXN-000779,2024-05-28,DE,144.55,A,Actif
TXN-000780,2024-07-22,FR,940.19,A,Inactif
TXN-000781,2024-03-16,FR,403.25,A,Actif
TXN-000782,2024-05-25,IT,68.44,B,Actif
TXN-000783,2024-09-26,IT,987.17,A,Actif
TXN-000784,2024-07-16,ES,493.45,A,Inactif
TXN-000785,2024-01-23,DE,459.09,B,Inactif
TXN-000786,2024-05-21,IT,756.8,A,Inactif
TXN-000787,2024-10-31,ES,605.86,B,Actif
TXN-000788,2024-02-19,FR,965.92,B,Inactif
TXN-000789,2024-01-03,ES,957.26,B,Inactif
TXN-000790,2024-05-19,DE,558.17,B,Actif
TXN-000791,2024-05-09,ES,144.99,A,Actif
TXN-000792,2024-04-09,IT,303.33,C,Actif
TXN-000793,2024-01-05,DE,233.74,C,Actif
TXN-000794,2024-11-11,UK,187.05,A,Inactif
TXN-000795,2024-05-22,ES,801.84,C,Actif
TXN-000796,2024-05-30,IT,576.07,B,Actif
TXN-000797,2024-03-01,DE,634.63,A,Actif
TXN-000798,2024-11-11,DE,865.63,C,Actif
TXN-000799,2024-03-09,ES,834.69,B,Actif
TXN-000800,2024-02-23,ES,767.49,A,Actif
TXN-000801,2024-03-22,UK,388.25,C,Actif
TXN-000802,2024-02-23,FR,880.46,B,Actif
TXN-000803,2024-05-22,FR,127.98,C,Actif
TXN-000804,2024-11-27,FR,185.02,C,Actif
TXN-000805,2024-10-07,FR,142.79,B,Actif
TXN-000806,2024-05-21,DE,375.89,B,Actif
TXN-000807,2024-07-27,FR,260.61,C,Inactif
TXN-000808,2024-11-26,IT,199.81,B,Inactif
TXN-000809,2024-06-11,UK,709.24,A,Actif
TXN-000810,2024-02-02,DE,988.37,B,Actif
TXN-000811,2024-02-10,FR,250.55,C,Inactif
TXN-000812,2024-12-20,IT,183.88,C,Inactif
TXN-000813,2024-02-16,IT,779.92,C,Actif
TXN-000814,2024-07-11,FR,954.96,A,Actif
TXN-000815,2024-01-15,IT,152.28,A,Actif
TXN-000816,2024-02-11,UK,46.96,A,Inactif
TXN-000817,2024-02-22,FR,266.73,A,Inactif
TXN-000818,2024-02-22,FR,795.36,A,Actif
TXN-000819,2024-10-02,UK,724.63,C,Actif
TXN-000820,2024-05-12,ES,639.93,B,Inactif
TXN-000821,2024-10-27,IT,394.89,C,Inactif
TXN-000822,2024-06-29,FR,159.67,B,Actif
TXN-000823,2024-02-02,DE,387.34,C,Actif
TXN-000824,2024-07-18,UK,294.85,C,Inactif
TXN-000825,2024-05-12,ES,245.56,B,Inactif
TXN-000826,2024-11-15,DE,841.04,B,Inactif
TXN-000827,2024-07-14,DE,761.81,B,Actif
TXN-000828,2024-03-15,FR,516.32,B,Actif
TXN-000829,2024-05-10,DE,971.27,B,Actif
TXN-000830,2024-10-03,DE,624.37,C,Inactif
TXN-000831,2024-06-02,UK,802.55,C,Inactif
TXN-000832,2024-03-10,ES,458.92,A,Inactif
TXN-000833,2024-03-17,ES,302.47,C,Inactif
TXN-000834,2024-05-27,UK,207.34,C,Actif
TXN-000835,2024-09-03,UK,529.88,B,Actif
TXN-000836,2024-06-26,UK,218.49,B,Actif
TXN-000837,2024-10-06,FR,276.23,A,Actif
TXN-000838,2024-06-23,ES,484.28,B,Actif
TXN-000839,2024-08-14,ES,946.46,C,Actif
TXN-000840,2024-03-08,FR,871.61,C,Actif
TXN-000841,2024-05-16,ES,418.38,A,Inactif
TXN-000842,2024-08-25,IT,950.56,C,Actif
TXN-000843,2024-11-21,IT,462.45,B,Actif
TXN-000844,2024-02-10,DE,841.82,C,Actif
TXN-000845,2024-04-29,UK,263.73,B,Actif
TXN-000846,2024-03-18,DE,716.34,A,Inactif
TXN-000847,2024-11-01,ES,536.34,B,Actif
TXN-000848,2024-07-31,DE,356.32,C,Inactif
TXN-000849,2024-09-21,UK,219.19,B,Actif
TXN-000850,2024-04-09,FR,190.13,A,Actif
TXN-000851,2024-09-11,IT,443.69,A,Actif
TXN-000852,2024-06-27,IT,263.63,A,Actif
TXN-000853,2024-04-18,ES,391.87,C,Inactif
TXN-000854,2024-01-12,UK,36.83,C,Actif
TXN-000855,2024-06-07,DE,824.86,A,Inactif
TXN-000856,2024-11-09,FR,181.66,C,Inactif
TXN-000857,2024-11-04,FR,934.27,C,Inactif
TXN-000858,2024-07-25,IT,884.79,C,Actif
TXN-000859,2024-12-11,UK,945.34,C,Actif
TXN-000860,2024-03-31,IT,651.92,B,Actif
TXN-000861,2024-10-10,UK,953.43,A,Actif
TXN-000862,2024-08-29,ES,177.17,A,Actif
TXN-000863,2024-01-22,IT,471.67,B,Inactif
TXN-000864,2024-08-03,FR,400.45,C,Actif
TXN-000865,2024-10-06,IT,336.01,A,Actif
TXN-000866,2024-09-26,ES,121.36,A,Actif
TXN-000867,2024-06-28,UK,44.57,C,Actif
TXN-000868,2024-06-11,FR,107.88,C,Actif
TXN-000869,2024-10-01,ES,256.96,A,Actif
TXN-000870,2024-02-19,IT,166.24,C,Inactif
TXN-000871,2024-02-08,UK,438.9,C,Actif
TXN-000872,2024-03-23,DE,485.39,B,Inactif
TXN-000873,2024-09-21,UK,58.92,C,Inactif
TXN-000874,2024-03-20,UK,189.94,B,Actif
TXN-000875,2024-12-12,DE,207.69,C,Actif
TXN-000876,2024-11-26,UK,393.71,A,Inactif
TXN-000877,2024-08-25,ES,472.02,B,Inactif
TXN-000878,2024-09-24,DE,861.63,A,Inactif
TXN-000879,2024-05-29,DE,435.79,A,Inactif
TXN-000880,2024-10-14,UK,485.28,A,Inactif
TXN-000881,2024-05-17,IT,153.18,C,Actif
TXN-000882,2024-09-01,IT,753.41,B,Inactif
TXN-000883,2024-03-05,ES,112.73,B,Actif
TXN-000884,2024-07-13,UK,613.34,C,Actif
TXN-000885,2024-08-06,DE,125.91,B,Actif
TXN-000886,2024-11-21,FR,126.17,A,Inactif
TXN-000887,2024-06-09,DE,324.31,C,Actif
TXN-000888,2024-05-09,FR,338.31,B,Actif
TXN-000889,2024-07-13,UK,421.67,C,Inactif
TXN-000890,2024-11-04,UK,828.46,A,Actif
TXN-000891,2024-11-17,ES,996.3,A,Inactif
TXN-000892,2024-05-02,IT,819.97,A,Actif
TXN-000893,2024-01-13,ES,225.06,C,Actif
TXN-000894,2024-06-26,UK,640.93,B,Inactif
TXN-000895,2024-06-22,FR,214.32,C,Inactif
TXN-000896,2024-04-07,IT,608.52,A,Inactif
TXN-000897,2024-04-04,UK,615.23,C,Actif
TXN-000898,2024-10-01,ES,169.5,B,Actif
TXN-000899,2024-01-24,DE,845.1,B,Inactif
TXN-000900,2024-12-25,DE,687.67,A,Actif
TXN-000901,2024-08-04,IT,839.23,C,Actif
TXN-000902,2024-07-25,DE,905.2,A,Actif
TXN-000903,2024-06-24,UK,264.53,C,Actif
TXN-000904,2024-09-17,DE,451.85,C,Inactif
TXN-000905,2024-03-10,UK,945.51,B,Actif
TXN-000906,2024-10-22,IT,412.11,B,Actif
TXN-000907,2024-04-19,UK,771.49,C,Inactif
TXN-000908,2024-02-16,FR,555.62,C,Actif
TXN-000909,2024-12-20,IT,99.67,A,Actif
TXN-000910,2024-10-21,FR,456.81,B,Inactif
TXN-000911,2024-03-20,IT,345.51,B,Inactif
TXN-000912,2024-05-02,ES,339.88,C,Actif
TXN-000913,2024-02-07,DE,841.9,C,Actif
TXN-000914,2024-05-14,ES,803.23,A,Actif
TXN-000915,2024-04-04,ES,576.46,B,Inactif
TXN-000916,2024-08-01,DE,177.02,A,Inactif
TXN-000917,2024-05-06,ES,180.07,C,Inactif
TXN-000918,2024-03-30,IT,545.93,C,Inactif
TXN-000919,2024-01-01,DE,684.83,C,Actif
TXN-000920,2024-02-15,DE,186.78,A,Actif
TXN-000921,2024-03-21,DE,710.81,A,Actif
TXN-000922,2024-05-08,DE,834.36,C,Inactif
TXN-000923,2024-05-22,UK,683.97,B,Actif
TXN-000924,2024-07-09,UK,754.75,A,Inactif
TXN-000925,2024-11-22,IT,697.51,C,Actif
TXN-000926,2024-06-19,UK,199.05,B,Inactif
TXN-000927,2024-05-31,DE,444.92,A,Actif
TXN-000928,2024-09-30,UK,442.03,C,Inactif
TXN-000929,2024-08-10,FR,919.55,C,Actif
TXN-000930,2024-07-01,FR,868.62,A,Actif
TXN-000931,2024-01-02,IT,693.96,A,Actif
TXN-000932,2024-03-07,UK,44.67,C,Inactif
TXN-000933,2024-06-09,ES,965.3,C,Actif
TXN-000934,2024-04-13,DE,655.45,A,Actif
TXN-000935,2024-07-23,IT,518.59,A,Inactif
TXN-000936,2024-03-11,ES,158.67,C,Inactif
TXN-000937,2024-08-16,IT,202.15,C,Actif
TXN-000938,2024-02-29,UK,555.83,C,Inactif
TXN-000939,2024-01-18,FR,670.16,C,Inactif
TXN-000940,2024-01-22,DE,993.55,A,Inactif
TXN-000941,2024-03-26,FR,27.13,A,Inactif
TXN-000942,2024-03-14,ES,873.76,B,Inactif
TXN-000943,2024-01-21,UK,150.46,C,Actif
TXN-000944,2024-08-18,DE,386.58,A,Actif
TXN-000945,2024-05-08,DE,621.9,C,Inactif
TXN-000946,2024-11-03,FR,929.28,C,Inactif
TXN-000947,2024-10-10,IT,10.68,C,Actif
TXN-000948,2024-08-11,ES,17.72,A,Inactif
TXN-000949,2024-07-15,IT,925.43,B,Inactif
TXN-000950,2024-02-02,UK,558.62,A,Inactif
TXN-000951,2024-10-25,FR,753.14,C,Inactif
TXN-000952,2024-08-04,DE,856.57,B,Actif
TXN-000953,2024-08-17,ES,949.1,C,Inactif
TXN-000954,2024-07-11,UK,225.98,B,Inactif
TXN-000955,2024-03-23,UK,48.61,C,Inactif
TXN-000956,2024-05-25,UK,512.39,A,Actif
TXN-000957,2024-07-07,IT,107.75,A,Actif
TXN-000958,2024-09-22,ES,815.4,B,Inactif
TXN-000959,2024-02-11,FR,605.13,B,Actif
TXN-000960,2024-05-08,UK,29.61,A,Inactif
TXN-000961,2024-07-11,ES,68.11,C,Inactif
TXN-000962,2024-02-12,FR,925.17,B,Inactif
TXN-000963,2024-09-17,DE,823.41,B,Actif
TXN-000964,2024-01-03,FR,64.78,B,Actif
TXN-000965,2024-06-22,UK,378.96,B,Inactif
TXN-000966,2024-01-07,UK,910.18,B,Actif
TXN-000967,2024-06-28,ES,143.14,C,Inactif
TXN-000968,2024-04-26,FR,163.81,C,Inactif
TXN-000969,2024-01-28,DE,211.86,A,Actif
TXN-000970,2024-05-09,ES,602.04,A,Actif
TXN-000971,2024-05-21,UK,176.66,A,Inactif
TXN-000972,2024-02-01,FR,685.05,C,Actif
TXN-000973,2024-04-01,ES,849.69,B,Actif
TXN-000974,2024-04-26,ES,905.4,A,Actif
TXN-000975,2024-03-12,IT,63.79,A,Inactif
TXN-000976,2024-08-14,IT,318.62,C,Actif
TXN-000977,2024-02-04,FR,203.24,B,Inactif
TXN-000978,2024-12-11,IT,345.54,B,Inactif
TXN-000979,2024-08-03,IT,851.25,B,Inactif
TXN-000980,2024-09-04,FR,93.33,A,Inactif
TXN-000981,2024-11-12,DE,926.22,C,Inactif
TXN-000982,2024-10-14,FR,300.97,B,Inactif
TXN-000983,2024-04-16,DE,166.65,A,Actif
TXN-000984,2024-07-10,ES,343.58,A,Inactif
TXN-000985,2024-09-06,FR,740.32,A,Actif
TXN-000986,2024-01-01,DE,986.19,B,Inactif
TXN-000987,2024-10-14,UK,547.12,B,Actif
TXN-000988,2024-03-19,IT,277.5,A,Actif
TXN-000989,2024-09-23,DE,52.43,B,Actif
TXN-000990,2024-08-27,FR,710.5,A,Actif
TXN-000991,2024-07-03,IT,567.06,A,Actif
TXN-000992,2024-12-24,UK,665.82,C,Actif
TXN-000993,2024-06-17,IT,56.02,A,Inactif
TXN-000994,2024-06-16,UK,485.95,C,Actif
TXN-000995,2024-07-10,DE,862.62,A,Actif
TXN-000996,2024-07-26,ES,15.87,A,Actif
TXN-000997,2024-07-17,DE,922.51,C,Actif
TXN-000998,2024-01-16,UK,273.55,A,Inactif
TXN-000999,2024-11-17,UK,404.3,A,Inactif
TXN-001000,2024-02-11,ES,610.05,B,Inactif
TXN-001001,2024-08-31,ES,562.68,B,Inactif
TXN-001002,2024-02-15,ES,695.21,A,Inactif
TXN-001003,2024-10-05,ES,51.37,B,Inactif
TXN-001004,2024-09-16,DE,498.12,A,Inactif
TXN-001005,2024-06-27,UK,865.54,A,Inactif
TXN-001006,2024-05-25,UK,636.94,C,Inactif
TXN-001007,2024-12-07,UK,56.65,B,Inactif
TXN-001008,2024-09-17,DE,16.33,C,Actif
TXN-001009,2024-09-27,IT,397.73,A,Inactif
TXN-001010,2024-02-20,UK,363.03,A,Inactif
TXN-001011,2024-02-25,UK,240.08,B,Inactif
TXN-001012,2024-05-14,ES,789.7,B,Actif
TXN-001013,2024-06-23,IT,927.08,C,Actif
TXN-001014,2024-03-24,IT,123.84,B,Inactif
TXN-001015,2024-07-03,ES,752.07,B,Inactif
