OrderID,OrderDate,ProductID,CustomerID,Quantity,Revenue,Cost,Channel
2025-00417,2025-08-15,P012,C164,3,3174.54,2048.88,Online
2025-00418,2025-04-07,P002,C034,2,1945.44,1144.62,Online
2025-00419,2025-11-10,P010,C069,5,1152.4,546.5,Phone
2025-00420,2025-11-10,P004,C153,2,1762.54,870.58,Online
2025-00421,2025-12-18,P001,C092,1,1159.09,573.2,Phone
2025-00422,2025-09-02,P003,C129,5,2939.7,1624.05,Store
2025-00423,2025-12-31,P011,C096,2,1920.86,997.16,Store
2025-00424,2025-09-09,P008,C036,2,1476.48,786.44,Online
2025-00425,2025-04-26,P001,C105,1,1159.09,573.2,Store
2025-00426,2025-07-31,P004,C191,2,1762.54,870.58,Online
2025-00427,2025-02-03,P003,C113,5,2939.7,1624.05,Store
2025-00428,2025-12-19,P006,C118,2,235.4,166.8,Store
2025-00429,2025-07-27,P001,C156,4,4636.36,2292.8,Phone
2025-00430,2025-06-10,P007,C157,5,1519.9,855.15,Phone
2025-00431,2025-10-02,P009,C165,1,49.01,34.2,Phone
2025-00432,2025-02-25,P008,C117,1,738.24,393.22,Online
2025-00433,2025-09-23,P009,C102,1,49.01,34.2,Phone
2025-00434,2025-07-18,P009,C196,1,49.01,34.2,Online
2025-00435,2025-05-30,P008,C102,3,2214.72,1179.66,Store
2025-00436,2025-08-25,P003,C109,3,1763.82,974.43,Phone
2025-00437,2025-01-28,P012,C133,2,2116.36,1365.92,Store
2025-00438,2025-11-27,P008,C024,5,3691.2,1966.1,Online
2025-00439,2025-04-03,P010,C179,5,1152.4,546.5,Online
2025-00440,2025-07-21,P007,C083,4,1215.92,684.12,Online
2025-00441,2025-04-02,P008,C152,2,1476.48,786.44,Store
2025-00442,2025-02-16,P005,C083,2,2048.56,1415.06,Phone
2025-00443,2025-03-05,P002,C030,4,3890.88,2289.24,Phone
2025-00444,2025-07-05,P002,C135,4,3890.88,2289.24,Phone
2025-00445,2025-09-19,P010,C041,4,921.92,437.2,Phone
2025-00446,2025-07-14,P001,C197,2,2318.18,1146.4,Store
2025-00447,2025-10-17,P011,C039,2,1920.86,997.16,Online
2025-00448,2025-04-02,P012,C014,4,4232.72,2731.84,Store
2025-00449,2025-06-08,P012,C197,4,4232.72,2731.84,Store
2025-00450,2025-11-17,P003,C031,2,1175.88,649.62,Online
2025-00451,2025-01-02,P010,C196,3,691.44,327.9,Online
2025-00452,2025-08-23,P008,C128,5,3691.2,1966.1,Online
2025-00453,2025-11-08,P008,C061,2,1476.48,786.44,Phone
2025-00454,2025-12-04,P008,C117,4,2952.96,1572.88,Store
2025-00455,2025-02-10,P010,C154,1,230.48,109.3,Online
2025-00456,2025-10-08,P005,C159,5,5121.4,3537.65,Online
2025-00457,2025-01-26,P003,C038,1,587.94,324.81,Phone
2025-00458,2025-06-28,P001,C038,1,1159.09,573.2,Phone
2025-00459,2025-10-23,P010,C077,3,691.44,327.9,Online
2025-00460,2025-01-26,P002,C107,2,1945.44,1144.62,Online
2025-00461,2025-12-11,P005,C157,5,5121.4,3537.65,Phone
2025-00462,2025-10-15,P003,C117,5,2939.7,1624.05,Store
2025-00463,2025-01-19,P002,C197,3,2918.16,1716.93,Store
2025-00464,2025-07-08,P007,C018,4,1215.92,684.12,Phone
2025-00465,2025-02-03,P005,C121,2,2048.56,1415.06,Online
2025-00466,2025-12-22,P005,C085,5,5121.4,3537.65,Store
2025-00467,2025-09-26,P004,C179,2,1762.54,870.58,Phone
2025-00468,2025-01-30,P002,C147,5,4863.6,2861.55,Online
2025-00469,2025-09-05,P012,C177,5,5290.9,3414.8,Phone
2025-00470,2025-05-28,P007,C156,3,911.94,513.09,Store
2025-00471,2025-09-27,P010,C160,3,691.44,327.9,Online
2025-00472,2025-11-11,P010,C128,5,1152.4,546.5,Phone
2025-00473,2025-11-20,P008,C127,2,1476.48,786.44,Phone
2025-00474,2025-04-30,P012,C075,2,2116.36,1365.92,Online
2025-00475,2025-03-02,P001,C120,1,1159.09,573.2,Phone
2025-00476,2025-04-17,P010,C107,4,921.92,437.2,Online
2025-00477,2025-06-20,P006,C144,2,235.4,166.8,Online
2025-00478,2025-11-24,P004,C177,3,2643.81,1305.87,Store
2025-00479,2025-02-04,P005,C077,5,5121.4,3537.65,Phone
2025-00480,2025-06-15,P001,C030,3,3477.27,1719.6,Store
2025-00481,2025-07-22,P012,C146,5,5290.9,3414.8,Online
2025-00482,2025-03-31,P004,C085,3,2643.81,1305.87,Phone
2025-00483,2025-09-03,P008,C010,2,1476.48,786.44,Store
2025-00484,2025-03-21,P011,C118,5,4802.15,2492.9,Store
2025-00485,2025-08-25,P007,C191,1,303.98,171.03,Phone
2025-00486,2025-06-03,P010,C186,3,691.44,327.9,Phone
2025-00487,2025-10-02,P001,C054,5,5795.45,2866.0,Phone
2025-00488,2025-06-19,P006,C017,2,235.4,166.8,Store
2025-00489,2025-01-16,P006,C097,5,588.5,417.0,Online
2025-00490,2025-10-20,P010,C100,2,460.96,218.6,Phone
2025-00491,2025-03-01,P005,C181,3,3072.84,2122.59,Phone
2025-00492,2025-01-17,P005,C106,1,1024.28,707.53,Store
2025-00493,2025-05-02,P006,C116,3,353.1,250.2,Online
2025-00494,2025-09-26,P005,C045,1,1024.28,707.53,Store
2025-00495,2025-01-20,P004,C024,4,3525.08,1741.16,Phone
2025-00496,2025-01-13,P008,C129,2,1476.48,786.44,Online
2025-00497,2025-06-24,P008,C188,5,3691.2,1966.1,Store
2025-00498,2025-06-17,P003,C197,1,587.94,324.81,Phone
2025-00499,2025-12-13,P003,C053,1,587.94,324.81,Store
2025-00500,2025-07-18,P012,C134,1,1058.18,682.96,Online
2025-00501,2025-06-09,P001,C176,5,5795.45,2866.0,Online
2025-00502,2025-06-20,P008,C012,1,738.24,393.22,Phone
2025-00503,2025-12-04,P012,C080,1,1058.18,682.96,Phone
2025-00504,2025-06-09,P011,C054,3,2881.29,1495.74,Online
2025-00505,2025-04-09,P005,C071,5,5121.4,3537.65,Store
2025-00506,2025-08-14,P011,C031,3,2881.29,1495.74,Online
2025-00507,2025-03-22,P005,C030,1,1024.28,707.53,Phone
2025-00508,2025-10-14,P009,C027,2,98.02,68.4,Phone
2025-00509,2025-06-29,P009,C082,3,147.03,102.6,Online
2025-00510,2025-12-27,P005,C147,2,2048.56,1415.06,Online
2025-00511,2025-02-06,P005,C157,3,3072.84,2122.59,Phone
2025-00512,2025-08-16,P001,C034,1,1159.09,573.2,Store
2025-00513,2025-12-12,P001,C028,4,4636.36,2292.8,Online
2025-00514,2025-02-14,P007,C101,2,607.96,342.06,Phone
2025-00515,2025-11-02,P010,C162,4,921.92,437.2,Phone
2025-00516,2025-07-02,P005,C086,2,2048.56,1415.06,Phone
2025-00517,2025-12-10,P009,C021,4,196.04,136.8,Phone
2025-00518,2025-03-09,P002,C179,4,3890.88,2289.24,Online
2025-00519,2025-08-22,P005,C176,4,4097.12,2830.12,Store
2025-00520,2025-04-29,P004,C037,5,4406.35,2176.45,Store
2025-00521,2025-07-06,P007,C047,3,911.94,513.09,Store
2025-00522,2025-08-21,P008,C008,1,738.24,393.22,Store
2025-00523,2025-02-27,P006,C123,4,470.8,333.6,Online
2025-00524,2025-05-25,P006,C155,5,588.5,417.0,Online
2025-00525,2025-09-18,P002,C104,1,972.72,572.31,Store
2025-00526,2025-10-12,P011,C019,3,2881.29,1495.74,Phone
2025-00527,2025-08-25,P007,C152,4,1215.92,684.12,Online
2025-00528,2025-11-14,P004,C141,2,1762.54,870.58,Store
2025-00529,2025-07-16,P002,C088,2,1945.44,1144.62,Phone
2025-00530,2025-10-30,P007,C112,5,1519.9,855.15,Store
2025-00531,2025-10-06,P012,C061,2,2116.36,1365.92,Phone
2025-00532,2025-12-09,P002,C190,5,4863.6,2861.55,Store
2025-00533,2025-02-28,P010,C153,4,921.92,437.2,Store
2025-00534,2025-10-12,P002,C114,2,1945.44,1144.62,Store
2025-00535,2025-07-27,P002,C154,1,972.72,572.31,Phone
2025-00536,2025-11-02,P007,C084,4,1215.92,684.12,Phone
2025-00537,2025-12-05,P001,C024,2,2318.18,1146.4,Online
2025-00538,2025-10-25,P011,C001,2,1920.86,997.16,Phone
2025-00539,2025-03-18,P008,C137,3,2214.72,1179.66,Store
2025-00540,2025-11-12,P010,C115,2,460.96,218.6,Online
2025-00541,2025-12-15,P006,C077,5,588.5,417.0,Phone
2025-00542,2025-06-05,P007,C184,3,911.94,513.09,Online
2025-00543,2025-10-26,P001,C157,5,5795.45,2866.0,Store
2025-00544,2025-03-07,P005,C016,3,3072.84,2122.59,Phone
2025-00545,2025-01-28,P001,C181,5,5795.45,2866.0,Store
2025-00546,2025-02-26,P005,C008,2,2048.56,1415.06,Store
2025-00547,2025-12-26,P010,C101,3,691.44,327.9,Phone
2025-00548,2025-07-15,P007,C098,4,1215.92,684.12,Phone
2025-00549,2025-04-19,P011,C045,4,3841.72,1994.32,Online
2025-00550,2025-04-07,P009,C099,3,147.03,102.6,Store
2025-00551,2025-03-20,P005,C172,2,2048.56,1415.06,Online
2025-00552,2025-01-06,P002,C166,1,972.72,572.31,Online
2025-00553,2025-09-07,P011,C112,2,1920.86,997.16,Online
2025-00554,2025-03-12,P011,C107,4,3841.72,1994.32,Phone
2025-00555,2025-11-06,P007,C160,2,607.96,342.06,Store
2025-00556,2025-09-18,P007,C142,4,1215.92,684.12,Store
2025-00557,2025-07-01,P004,C048,4,3525.08,1741.16,Phone
2025-00558,2025-01-04,P010,C128,2,460.96,218.6,Phone
2025-00559,2025-09-14,P005,C106,5,5121.4,3537.65,Phone
2025-00560,2025-07-07,P001,C010,5,5795.45,2866.0,Store
2025-00561,2025-12-27,P006,C029,5,588.5,417.0,Store
2025-00562,2025-12-20,P002,C037,5,4863.6,2861.55,Store
2025-00563,2025-08-27,P009,C021,5,245.05,171.0,Phone
2025-00564,2025-02-15,P004,C121,1,881.27,435.29,Phone
2025-00565,2025-11-21,P009,C149,3,147.03,102.6,Phone
2025-00566,2025-01-28,P006,C137,1,117.7,83.4,Store
2025-00567,2025-08-21,P009,C121,5,245.05,171.0,Phone
2025-00568,2025-06-19,P007,C091,3,911.94,513.09,Store
2025-00569,2025-03-27,P001,C178,5,5795.45,2866.0,Phone
2025-00570,2025-06-05,P012,C145,3,3174.54,2048.88,Online
2025-00571,2025-11-19,P008,C149,2,1476.48,786.44,Phone
2025-00572,2025-01-27,P011,C075,5,4802.15,2492.9,Online
2025-00573,2025-05-27,P008,C022,2,1476.48,786.44,Phone
2025-00574,2025-02-09,P005,C065,2,2048.56,1415.06,Phone
2025-00575,2025-05-24,P005,C066,1,1024.28,707.53,Phone
2025-00576,2025-02-27,P010,C045,5,1152.4,546.5,Phone
2025-00577,2025-03-19,P011,C115,3,2881.29,1495.74,Online
2025-00578,2025-05-14,P012,C061,4,4232.72,2731.84,Online
2025-00579,2025-09-28,P001,C088,1,1159.09,573.2,Online
2025-00580,2025-11-01,P003,C127,4,2351.76,1299.24,Store
2025-00581,2025-05-02,P011,C113,2,1920.86,997.16,Online
2025-00582,2025-10-23,P012,C089,1,1058.18,682.96,Phone
2025-00583,2025-05-16,P002,C014,2,1945.44,1144.62,Store
2025-00584,2025-07-24,P008,C078,4,2952.96,1572.88,Phone
2025-00585,2025-09-30,P004,C098,4,3525.08,1741.16,Store
2025-00586,2025-05-15,P003,C136,4,2351.76,1299.24,Online
2025-00587,2025-05-28,P008,C098,3,2214.72,1179.66,Phone
2025-00588,2025-12-16,P001,C025,5,5795.45,2866.0,Phone
2025-00589,2025-07-01,P007,C157,3,911.94,513.09,Store
2025-00590,2025-05-19,P005,C026,3,3072.84,2122.59,Phone
2025-00591,2025-10-27,P007,C119,2,607.96,342.06,Phone
2025-00592,2025-12-11,P010,C198,2,460.96,218.6,Phone
2025-00593,2025-06-22,P011,C177,2,1920.86,997.16,Store
2025-00594,2025-10-08,P001,C173,1,1159.09,573.2,Online
2025-00595,2025-01-07,P007,C026,5,1519.9,855.15,Online
2025-00596,2025-12-17,P008,C090,2,1476.48,786.44,Phone
2025-00597,2025-05-26,P005,C050,1,1024.28,707.53,Online
2025-00598,2025-11-14,P002,C015,5,4863.6,2861.55,Phone
2025-00599,2025-04-22,P010,C164,1,230.48,109.3,Phone
2025-00600,2025-03-03,P002,C155,2,1945.44,1144.62,Store
2025-00601,2025-12-03,P011,C145,2,1920.86,997.16,Online
2025-00602,2025-12-23,P003,C065,3,1763.82,974.43,Store
2025-00603,2025-12-05,P002,C164,4,3890.88,2289.24,Store
2025-00604,2025-08-07,P012,C171,3,3174.54,2048.88,Store
2025-00605,2025-03-24,P002,C071,1,972.72,572.31,Store
2025-00606,2025-07-18,P006,C016,3,353.1,250.2,Store
2025-00607,2025-04-02,P008,C018,4,2952.96,1572.88,Online
2025-00608,2025-11-09,P007,C046,4,1215.92,684.12,Online
2025-00609,2025-03-15,P009,C197,4,196.04,136.8,Online
2025-00610,2025-11-11,P011,C028,4,3841.72,1994.32,Phone
2025-00611,2025-05-13,P002,C009,1,972.72,572.31,Online
2025-00612,2025-10-20,P012,C065,4,4232.72,2731.84,Online
2025-00613,2025-09-12,P003,C168,1,587.94,324.81,Online
2025-00614,2025-12-07,P007,C069,2,607.96,342.06,Phone
2025-00615,2025-06-18,P007,C148,1,303.98,171.03,Phone
2025-00616,2025-12-29,P008,C123,4,2952.96,1572.88,Store
2025-00617,2025-02-05,P009,C058,1,49.01,34.2,Store
2025-00618,2025-12-19,P008,C032,5,3691.2,1966.1,Phone
2025-00619,2025-07-03,P006,C175,3,353.1,250.2,Store
2025-00620,2025-01-29,P011,C166,1,960.43,498.58,Store
2025-00621,2025-10-01,P006,C021,4,470.8,333.6,Store
2025-00622,2025-11-28,P004,C046,5,4406.35,2176.45,Online
2025-00623,2025-07-16,P011,C049,3,2881.29,1495.74,Phone
2025-00624,2025-07-19,P002,C162,3,2918.16,1716.93,Store
2025-00625,2025-02-13,P011,C113,2,1920.86,997.16,Online
2025-00626,2025-01-19,P004,C007,5,4406.35,2176.45,Online
2025-00627,2025-09-08,P007,C017,5,1519.9,855.15,Phone
2025-00628,2025-06-07,P008,C137,4,2952.96,1572.88,Online
2025-00629,2025-01-19,P006,C015,3,353.1,250.2,Phone
2025-00630,2025-01-22,P007,C031,2,607.96,342.06,Phone
2025-00631,2025-12-08,P009,C118,5,245.05,171.0,Online
2025-00632,2025-10-24,P004,C019,1,881.27,435.29,Phone
2025-00633,2025-03-14,P008,C168,1,738.24,393.22,Store
2025-00634,2025-11-13,P001,C063,2,2318.18,1146.4,Online
2025-00635,2025-03-30,P011,C013,3,2881.29,1495.74,Online
2025-00636,2025-08-22,P010,C044,5,1152.4,546.5,Online
2025-00637,2025-02-24,P002,C128,5,4863.6,2861.55,Phone
2025-00638,2025-04-23,P002,C052,4,3890.88,2289.24,Store
2025-00639,2025-12-14,P007,C084,1,303.98,171.03,Phone
2025-00640,2025-10-22,P009,C036,3,147.03,102.6,Online
2025-00641,2025-01-24,P010,C045,3,691.44,327.9,Online
2025-00642,2025-03-03,P005,C037,4,4097.12,2830.12,Online
2025-00643,2025-12-23,P006,C142,2,235.4,166.8,Store
2025-00644,2025-05-05,P010,C011,2,460.96,218.6,Online
2025-00645,2025-11-20,P010,C097,2,460.96,218.6,Online
2025-00646,2025-09-07,P002,C002,1,972.72,572.31,Online
2025-00647,2025-02-15,P012,C167,5,5290.9,3414.8,Store
2025-00648,2025-08-02,P012,C198,4,4232.72,2731.84,Phone
2025-00649,2025-03-06,P004,C037,3,2643.81,1305.87,Phone
2025-00650,2025-08-19,P007,C062,2,607.96,342.06,Phone
2025-00651,2025-12-21,P001,C153,2,2318.18,1146.4,Phone
2025-00652,2025-09-13,P010,C023,3,691.44,327.9,Store
2025-00653,2025-08-03,P001,C143,2,2318.18,1146.4,Online
2025-00654,2025-03-02,P009,C025,5,245.05,171.0,Store
2025-00655,2025-10-04,P009,C057,4,196.04,136.8,Phone
2025-00656,2025-12-04,P004,C071,1,881.27,435.29,Online
2025-00657,2025-02-27,P003,C176,4,2351.76,1299.24,Store
2025-00658,2025-04-01,P003,C172,1,587.94,324.81,Online
2025-00659,2025-11-27,P006,C073,2,235.4,166.8,Store
2025-00660,2025-05-09,P006,C158,4,470.8,333.6,Online
2025-00661,2025-02-23,P012,C014,5,5290.9,3414.8,Online
2025-00662,2025-03-22,P001,C125,5,5795.45,2866.0,Online
2025-00663,2025-02-06,P004,C185,4,3525.08,1741.16,Phone
2025-00664,2025-10-24,P006,C108,2,235.4,166.8,Phone
2025-00665,2025-12-13,P006,C059,1,117.7,83.4,Store
2025-00666,2025-04-27,P002,C061,4,3890.88,2289.24,Online
2025-00667,2025-07-12,P004,C019,4,3525.08,1741.16,Phone
2025-00668,2025-09-06,P001,C112,2,2318.18,1146.4,Online
2025-00669,2025-11-09,P008,C046,4,2952.96,1572.88,Store
2025-00670,2025-03-11,P008,C185,2,1476.48,786.44,Phone
2025-00671,2025-07-03,P005,C052,3,3072.84,2122.59,Online
2025-00672,2025-01-17,P012,C146,1,1058.18,682.96,Store
2025-00673,2025-03-11,P002,C120,4,3890.88,2289.24,Store
2025-00674,2025-03-29,P006,C057,3,353.1,250.2,Phone
2025-00675,2025-03-22,P011,C157,2,1920.86,997.16,Phone
2025-00676,2025-10-11,P004,C023,4,3525.08,1741.16,Phone
2025-00677,2025-09-08,P004,C152,4,3525.08,1741.16,Store
2025-00678,2025-05-23,P001,C187,4,4636.36,2292.8,Phone
2025-00679,2025-05-07,P004,C084,4,3525.08,1741.16,Phone
2025-00680,2025-04-24,P010,C039,5,1152.4,546.5,Online
2025-00681,2025-08-02,P001,C011,4,4636.36,2292.8,Phone
2025-00682,2025-09-16,P001,C109,5,5795.45,2866.0,Store
2025-00683,2025-09-03,P012,C026,4,4232.72,2731.84,Store
2025-00684,2025-05-04,P002,C143,1,972.72,572.31,Phone
2025-00685,2025-07-28,P004,C034,3,2643.81,1305.87,Store
2025-00686,2025-05-03,P011,C024,1,960.43,498.58,Store
2025-00687,2025-12-09,P005,C042,4,4097.12,2830.12,Phone
2025-00688,2025-10-26,P001,C117,4,4636.36,2292.8,Online
2025-00689,2025-12-27,P007,C048,3,911.94,513.09,Phone
2025-00690,2025-08-26,P012,C163,1,1058.18,682.96,Phone
2025-00691,2025-02-06,P007,C177,3,911.94,513.09,Phone
2025-00692,2025-01-17,P005,C110,3,3072.84,2122.59,Phone
2025-00693,2025-11-10,P009,C148,2,98.02,68.4,Phone
2025-00694,2025-02-11,P010,C086,1,230.48,109.3,Phone
2025-00695,2025-12-12,P006,C014,1,117.7,83.4,Store
2025-00696,2025-07-07,P008,C159,1,738.24,393.22,Store
2025-00697,2025-07-07,P003,C166,5,2939.7,1624.05,Phone
2025-00698,2025-02-04,P009,C182,2,98.02,68.4,Online
2025-00699,2025-06-21,P004,C139,1,881.27,435.29,Phone
2025-00700,2025-09-02,P012,C193,5,5290.9,3414.8,Phone
2025-00701,2025-04-18,P012,C195,2,2116.36,1365.92,Store
2025-00702,2025-06-30,P005,C129,4,4097.12,2830.12,Store
2025-00703,2025-01-28,P002,C096,3,2918.16,1716.93,Store
2025-00704,2025-09-06,P009,C135,1,49.01,34.2,Store
2025-00705,2025-12-30,P009,C174,5,245.05,171.0,Store
2025-00706,2025-08-20,P010,C095,1,230.48,109.3,Online
2025-00707,2025-08-23,P002,C021,4,3890.88,2289.24,Online
2025-00708,2025-05-28,P002,C028,2,1945.44,1144.62,Store
2025-00709,2025-02-27,P012,C038,4,4232.72,2731.84,Online
2025-00710,2025-04-15,P009,C161,1,49.01,34.2,Store
2025-00711,2025-08-02,P011,C139,2,1920.86,997.16,Store
2025-00712,2025-06-27,P007,C114,1,303.98,171.03,Store
2025-00713,2025-04-07,P002,C006,2,1945.44,1144.62,Phone
2025-00714,2025-11-27,P006,C106,5,588.5,417.0,Store
2025-00715,2025-12-02,P011,C084,4,3841.72,1994.32,Phone
2025-00716,2025-12-07,P012,C136,5,5290.9,3414.8,Store
2025-00717,2025-08-23,P005,C146,2,2048.56,1415.06,Store
2025-00718,2025-03-29,P005,C059,4,4097.12,2830.12,Store
2025-00719,2025-05-28,P001,C038,3,3477.27,1719.6,Store
2025-00720,2025-08-22,P003,C159,2,1175.88,649.62,Phone
2025-00721,2025-10-02,P005,C047,2,2048.56,1415.06,Phone
2025-00722,2025-12-21,P011,C040,2,1920.86,997.16,Online
2025-00723,2025-03-01,P001,C082,5,5795.45,2866.0,Online
2025-00724,2025-08-14,P005,C095,2,2048.56,1415.06,Online
2025-00725,2025-10-15,P012,C009,3,3174.54,2048.88,Store
2025-00726,2025-03-17,P006,C115,5,588.5,417.0,Online
2025-00727,2025-10-01,P005,C032,1,1024.28,707.53,Store
2025-00728,2025-09-13,P003,C118,3,1763.82,974.43,Online
2025-00729,2025-01-03,P012,C140,5,5290.9,3414.8,Store
2025-00730,2025-11-28,P012,C076,4,4232.72,2731.84,Store
2025-00731,2025-10-21,P011,C038,5,4802.15,2492.9,Phone
2025-00732,2025-08-15,P006,C177,1,117.7,83.4,Phone
2025-00733,2025-09-03,P001,C036,5,5795.45,2866.0,Online
2025-00734,2025-06-07,P001,C103,5,5795.45,2866.0,Online
2025-00735,2025-08-17,P006,C024,3,353.1,250.2,Online
2025-00736,2025-11-08,P011,C050,5,4802.15,2492.9,Phone
2025-00737,2025-04-24,P005,C051,1,1024.28,707.53,Online
2025-00738,2025-10-03,P008,C174,1,738.24,393.22,Phone
2025-00739,2025-07-21,P004,C126,3,2643.81,1305.87,Phone
2025-00740,2025-11-06,P009,C015,3,147.03,102.6,Store
2025-00741,2025-03-17,P012,C110,3,3174.54,2048.88,Store
2025-00742,2025-07-10,P001,C073,3,3477.27,1719.6,Store
2025-00743,2025-06-07,P008,C144,1,738.24,393.22,Online
2025-00744,2025-08-16,P012,C107,4,4232.72,2731.84,Store
2025-00745,2025-03-25,P012,C109,4,4232.72,2731.84,Online
2025-00746,2025-10-28,P010,C023,2,460.96,218.6,Online
2025-00747,2025-06-05,P008,C135,3,2214.72,1179.66,Online
2025-00748,2025-10-30,P007,C023,1,303.98,171.03,Store
2025-00749,2025-11-24,P005,C107,2,2048.56,1415.06,Phone
2025-00750,2025-08-25,P012,C146,2,2116.36,1365.92,Online
2025-00751,2025-04-06,P007,C075,5,1519.9,855.15,Store
2025-00752,2025-01-22,P005,C150,3,3072.84,2122.59,Store
2025-00753,2025-10-14,P012,C119,2,2116.36,1365.92,Online
2025-00754,2025-01-02,P003,C068,3,1763.82,974.43,Phone
2025-00755,2025-11-22,P008,C032,3,2214.72,1179.66,Store
2025-00756,2025-04-02,P008,C177,2,1476.48,786.44,Online
2025-00757,2025-03-03,P005,C127,1,1024.28,707.53,Phone
2025-00758,2025-07-05,P010,C124,5,1152.4,546.5,Store
2025-00759,2025-05-13,P011,C176,4,3841.72,1994.32,Phone
2025-00760,2025-03-03,P006,C132,5,588.5,417.0,Online
2025-00761,2025-05-13,P003,C149,1,587.94,324.81,Online
2025-00762,2025-06-13,P008,C178,2,1476.48,786.44,Store
2025-00763,2025-03-25,P001,C070,3,3477.27,1719.6,Store
2025-00764,2025-11-22,P006,C013,3,353.1,250.2,Store
2025-00765,2025-09-29,P011,C020,5,4802.15,2492.9,Online
2025-00766,2025-11-18,P003,C196,1,587.94,324.81,Phone
2025-00767,2025-03-27,P009,C083,3,147.03,102.6,Phone
2025-00768,2025-06-04,P005,C176,3,3072.84,2122.59,Online
2025-00769,2025-10-01,P010,C091,2,460.96,218.6,Online
2025-00770,2025-03-12,P009,C073,3,147.03,102.6,Store
2025-00771,2025-07-30,P006,C042,1,117.7,83.4,Online
2025-00772,2025-03-21,P009,C057,2,98.02,68.4,Phone
2025-00773,2025-11-11,P012,C135,5,5290.9,3414.8,Phone
2025-00774,2025-10-10,P012,C194,1,1058.18,682.96,Store
2025-00775,2025-08-24,P002,C030,2,1945.44,1144.62,Online
2025-00776,2025-09-03,P006,C080,3,353.1,250.2,Online
2025-00777,2025-08-15,P010,C134,3,691.44,327.9,Online
2025-00778,2025-12-30,P005,C008,1,1024.28,707.53,Online
2025-00779,2025-03-07,P012,C037,2,2116.36,1365.92,Store
2025-00780,2025-03-06,P004,C034,1,881.27,435.29,Store
2025-00781,2025-12-20,P002,C020,1,972.72,572.31,Store
2025-00782,2025-08-09,P001,C051,1,1159.09,573.2,Online
2025-00783,2025-12-04,P009,C152,1,49.01,34.2,Store
2025-00784,2025-03-02,P005,C012,1,1024.28,707.53,Store
2025-00785,2025-12-08,P001,C194,1,1159.09,573.2,Online
2025-00786,2025-11-05,P004,C151,2,1762.54,870.58,Online
2025-00787,2025-12-10,P006,C008,1,117.7,83.4,Online
2025-00788,2025-05-23,P010,C090,3,691.44,327.9,Online
2025-00789,2025-09-14,P012,C157,2,2116.36,1365.92,Phone
2025-00790,2025-10-19,P002,C026,5,4863.6,2861.55,Online
2025-00791,2025-09-28,P004,C184,2,1762.54,870.58,Store
2025-00792,2025-03-29,P009,C002,1,49.01,34.2,Online
2025-00793,2025-09-16,P012,C122,3,3174.54,2048.88,Phone
2025-00794,2025-10-29,P003,C113,1,587.94,324.81,Online
2025-00795,2025-07-01,P007,C109,2,607.96,342.06,Phone
2025-00796,2025-04-27,P007,C029,3,911.94,513.09,Online
2025-00797,2025-08-27,P002,C134,2,1945.44,1144.62,Store
2025-00798,2025-07-04,P012,C074,5,5290.9,3414.8,Phone
2025-00799,2025-01-21,P002,C084,4,3890.88,2289.24,Online
2025-00800,2025-07-17,P005,C117,5,5121.4,3537.65,Phone
2025-00801,2025-06-09,P011,C114,2,1920.86,997.16,Phone
2025-00802,2025-07-28,P005,C110,2,2048.56,1415.06,Online
2025-00803,2025-09-01,P011,C095,2,1920.86,997.16,Online
2025-00804,2025-12-12,P008,C173,1,738.24,393.22,Store
2025-00805,2025-08-13,P009,C169,1,49.01,34.2,Online
2025-00806,2025-03-15,P007,C103,5,1519.9,855.15,Online
2025-00807,2025-03-28,P002,C094,2,1945.44,1144.62,Store
2025-00808,2025-04-13,P010,C104,1,230.48,109.3,Online
2025-00809,2025-08-06,P012,C128,3,3174.54,2048.88,Phone
2025-00810,2025-10-25,P010,C070,4,921.92,437.2,Store
2025-00811,2025-09-01,P011,C155,4,3841.72,1994.32,Store
2025-00812,2025-09-19,P005,C038,4,4097.12,2830.12,Online
2025-00813,2025-03-04,P005,C126,4,4097.12,2830.12,Online
2025-00814,2025-11-18,P003,C008,1,587.94,324.81,Phone
2025-00815,2025-01-28,P002,C128,1,972.72,572.31,Online
2025-00816,2025-07-15,P010,C174,3,691.44,327.9,Online
2025-00817,2025-06-05,P010,C160,1,230.48,109.3,Online
2025-00818,2025-12-05,P009,C197,4,196.04,136.8,Store
2025-00819,2025-04-14,P005,C170,4,4097.12,2830.12,Store
2025-00820,2025-09-16,P005,C139,3,3072.84,2122.59,Phone
2025-00821,2025-10-07,P001,C196,1,1159.09,573.2,Store
2025-00822,2025-03-02,P007,C116,3,911.94,513.09,Store
2025-00823,2025-08-15,P008,C010,1,738.24,393.22,Online
2025-00824,2025-10-13,P011,C200,3,2881.29,1495.74,Phone
2025-00825,2025-03-26,P008,C111,2,1476.48,786.44,Store
2025-00826,2025-07-19,P008,C196,1,738.24,393.22,Phone
2025-00827,2025-12-12,P008,C169,5,3691.2,1966.1,Phone
2025-00828,2025-10-04,P010,C121,4,921.92,437.2,Phone
2025-00829,2025-03-22,P009,C015,4,196.04,136.8,Store
2025-00830,2025-09-11,P010,C097,5,1152.4,546.5,Phone
2025-00831,2025-06-30,P005,C083,1,1024.28,707.53,Online
2025-00832,2025-10-30,P001,C033,3,3477.27,1719.6,Store
2025-00833,2025-10-26,P001,C196,3,3477.27,1719.6,Store
